anger	'we need to do something. something must be done!!!!!'\\n\\nyour anxiety is amusing. nothing will be done. despair.
anger	@Chan_lfc10 @paul_rule @Nuttall1878 @DeadlineDayLive @Everton We'd be fuming if the hijacked our £8m move for a relegated full back 😡
anger	#CNN really needs to get out of the #Propaganda Business.. 30 seconds on USN fallen Soldiers tragedy. Right back at spewing #hatred #POTUS
anger	Don't fucking tag me in pictures as 'family first' when you cut me out 5 years ago. You're no one to me. 
anger	sick of this shit. #mad #angry. Rowan Atkinson Is Not Dead. Just A Bloody Online Hoax😡😡😡😡🤬🤬🤬🤬
anger	I despair at the mouth foaming hostility &amp; dishonesty of those in the Leave camp, &amp; we should expose that.
anger	@FangornForest1 @Brexit whose customers love it. Imagine being a hack these days, having to sing the tune the paymaster calls. #dismal
anger	@F1 Why announcing so late, it will be hard to make it from Manchester and organising a day off. #sad
anger	#DamilolaOurLovedBoy So upsetting 😢😢. Why do people want to hurt others! Such a cruel world we live in #heartbreaking
anger	I spotted the fed and all I got was #Ejaculating live bees and the bees are #angry.
anger	Worst dreams. 😥
anger	@MarkRDuckett it did, i saw the tweet, it had a crack at u, about a greens tweet. it holds a grudge dude. so pathetic.
anger	Head hurting 😤
anger	@JustHerrick @iPhone_News Piece of #crap
anger	So disappointed in myself for spending £50 on an outfit for meeting a boy #noselfcontrol #nervous
anger	Kid at camp said my inner thigh looked like a slinky👌🤣 buddy those are stretch marks!!!!  #SummerCamp #offended
anger	Saw my first Larsen trap today with stressed magpie. I NEVER EVER want to see that again  #angry #distressed #wildlife
anger	@Argos_Online customer service is dreadful, phone bill is huge and get passed from person 2 person and keep taking money off my card #idiots
anger	Lost my appetite for the past 5 days and I swear I already lost 3 pounds #depressing #at #least #i #will #be #skinny #for #pride #weekend
anger	Great...So I got up at 5am only to discover that my Amazon Prime Day deal was $30 more than the regular price. 😡
anger	What's worse than feeling discouraged? Not finding an emoji for feeling discouraged
anger	@GirlPosts @_matdtaylor actually how annoyed you get 😂
anger	@Zineeta_R @RusEmbUSA @mfa_russia The hatred and fear many russians have for anything non-russian is just sad.
anger	@BBCBreaking I have some mistrust of the medical profession.  The cover up was more important than the patients.
anger	@hollloman @nessa_babbby @ajvannozzi97 As half a set of twins I resent that!
anger	I feel exhausted ...\\nI tried to do a good job, but apparently God does not see me right. I'm weary! I EXIST! 😟💔📢\\n#exist #weary #misonorotta
anger	Why have #Emmerdale had to rob #robron of having their first child together for that vile woman/cheating sl smh #bitter
anger	@o_pebbles Not of this one sadly! 😪
anger	How come quiet well behaved cats and dogs have to ride on a plane in a tiny bag while screaming small humans roam free? #outrage #teampet
anger	Hey @NHSEngland imagine being blue lighted to hospital unable to breathe only to be dumped in a cubicle and not seen for 4 hours #horrendous
anger	@ThomasEWoods I would like to hear a podcast of you going off refuting her entire article. Extra indignation please.
anger	-c- and disarmed of her equipment on suspicion of being a potential accomplice to Annie Leonhart.
anger	[ @TheChicMystique ] — hurting badly and that he can't just leave him like that. Angry and heartless. ]\\n\\nI promise you that I'll be back, —
anger	Shit getting me irritated 😠
anger	calling me ugly isn't even an insult bc i know already
anger	There's still sadness and hatred pero i do feel better than yesterday.
anger	Outside has basically become a horror movie where gypsy moths take over the world by flitting aggressively about.\\n\\n#creaturedoublefeature
anger	@JackRuff4 They have this horrible pudding here. Butterscotch pudding on Mondays, it's dreadful. #Fringe
anger	@Delta.  Are you kidding?  Delayed from 7:30pm to 11:00 - only to cancel it because the pilot is overtime. 
anger	My dog wouldn't stop barking so now I'm up at eight am with a raging headache
anger	How shit and depressing is this weather wish I can travel the world for a living
anger	@MafiaWorldMario Stg everybody say that 😂 then when we tell them they got huff they be mad as shit
anger	You would think booking a holiday for 2 you'd be sat next to each other on the bloody plane #fuming 😡@ThomsonHolidays
anger	you annoy me, your name annoys me, your EVERYTHING annoys me 🙃
anger	'to fill his campaign bank account with tens of millions of dollars'..trump 2020 campaign to start now #sad  #bad
anger	and after i got home in such a horrible mood my mom pissed me off the moment i stepped my feet in the house so i really almost go off on her
anger	@JoshuaRozenberg Oh dear! #tantrums
anger	Desi feminists must have it the hardest. Imagine controlling that rage due to having to dance in a wedding at 'Mai Baarish Kar du Paise ki'
anger	Some people are shady a'f 
anger	Listening to these refugee children, barely a decade old, describe the horrific acts they were forced to commit is terrifying. #DatelineSBS
anger	Man I feel like crap today 😰
anger	i excepted the eclipse to make me believe in an omniscience force #dissapointed
anger	Someone's nicked my lunch out the fridge at work!! Roast dinner as well! #fuming
anger	#PhoenixRally #Deplorables insult and denigrate #JohnMcCain as he struggles with treatment for #glioblastoma #impeach45 incites 
anger	Literally kicking myself for not catching up on GOT and now all I see is SPOILERS #pissed
anger	I think I'll eternally be irritated by our LIT teacher 😂
anger	@TheView Joy isn't a comedian. She's a bully for fat shaming the governor. Great example she's setting for her grandson.
anger	@silverstein 13th time seeing you guys today and you cancel the meet and greet because of the storm. We're all soaked.. 😡 #dissapointed
anger	@AwardsDaily Looks that way.  I don't want to see how Q is going to handle Tate murder.  #shudder
anger	@BillMoyersHQ Elderly belong w/family; our social system is broken.  This egregious 'Meancare' will shake it up, alas.
anger	There's nothing interesting here besides of retweet for follow #annoyed 😣😣
anger	@ProfessorF @Mediaite @law_newz Childish temper #tantrums are all the left has left. :)
anger	@izzyaline burning up damn
anger	Freakin a...I deleted half the episode of BIP on accident  #bachelorinparadise
anger	Can't handle rude people. Doesn't matter what job you do, a consultant or not, treat people how you would like to be treated 😡 #disapointed
anger	@AmyJoSmyth #OOC Thing is she holds a grudge like mad
anger	Do people notice that only saying 'You're so pretty' when I have make-up on. Is offense! \\n&amp; I take note that they never say it when I don't.
anger	How sick must someone be that they wish to 'punish' someone for not being their friend?  #insecure #lonely #miserable #vengeful #RHOC
anger	The same part of roof bar (driver's side) are stolen from Grand Vitara cars. Let it be known. This is really #disheartening #brunei
anger	🇿🇦has become a place where people even the most timid of us all are baying for blood around every corner.
anger	Been at work for not even 4 hours and I've thrown boiling tea everywhere, smashed a mug, smashed a milk jug and sliced my finger open😐
anger	So now I have to buy a whole new computer 
anger	@theIeansquad @SatanHeavenly Rap is so unbearable and horrific.
anger	Nigga write me talking bout I dreamt about you, cool I hope I was haunting you in a nightmare
anger	@kamaalrkhan Which #chutiya #producer #invested in #crap #deshdrohi ??
anger	@RGUpdate Have you tried English hospital food ?? #yak #gross 
anger	@itskaiouji Noooo, Sunbae-nim! Don't tease me like that- 😤
anger	@PamelaGeller Disgusting. @facebook you just may end up like #snap. #traitor
anger	Can't stand it when lads put their middle finger up in pics 
anger	@angrydwarf9 @carolinesandall It ruins my frigging night each night at 9pm. Mrs loves it, i've been early to bed for a month. #dreadful
anger	@maidinaustralia D: That's horrid. *hugs*
anger	@kylegriffin1 #outrage police\\ntelling a woman she looks nice for her age is apparently sexist.\\nYou #FakeNews people are #crazy
anger	United Airline at Newark needs more Kiosks so that people won't miss their cut off time.  And hire more ppl too.  #horrible
anger	That moment when you look back and realise you've been a #selfish #horrible #judgemental person. #FeelingAshamed
anger	5 goals in 87 appearances last season between McKay, Holt and Windass! Simply is horrific! Get midfield balance sorted and team will fire!
anger	@chelston_dsouza Conte is furious with his board, wants all of them or he quits.
anger	@CNN thanks Hollywood, (Depp). all these climate change fanatics using private jets and gas guzzling cars are to blame for this! #outrage
anger	very very irritated 😐
anger	@KeenanRuggeri You would have been raging as it was probably put in place instead of an extra crisp
anger	Hmm...looks like no one @Tampax is available to respond. Its like waiting for a #doomsday reply. That #burning question with no #answer
anger	Didn't know the @ChickfilA cow day thing ended at 7:30 so showed up 30 min late looking like a cow with no sandwich #sadness 😅😅😅
anger	@WhiteJennyB @EmreUslu jenny white  u r the dumbest here .. What r u trying ? Get lost..
anger	O, the melancholy Catacombs quickly wandered about the Rue Morgue, Madman!
anger	Imagine how many ksones are crying right now for not getting tickets 😭 Meanwhile, isones dont even get a chance to go on war for tickets 😭
anger	@Cmdr_Hadfield CNN's Wolf Blitzer calls you an American astronaut and you don't correct him? #dissapointed
anger	#AmericasGotTalent live shows with so many technical faults #disheartening
anger	@vinsquat67 It was indeed, I was raging at the verdict. Can't imagine how the poor lassies family felt.
anger	If @TheRock's Presidential run is as bad as his appearance in #Baywatch neither party need fear his run. That's $8 I'll never get back #crap
anger	Like I might've set it down on top of my car &amp; if so, that shit is long gone 😭 
anger	@Ben_Ripley42 I dont know but you seem to have annoyed her 😄
anger	when everyone you know has died because of a treaty you had no involvement in drawing up, you get an enormous amount of fury
anger	Fucking fuming is an understatement
anger	Wtf shawty ass on 😤
anger	#depressed Today was bitter sweet watching all the kids go back to school made me really miss my babies. I'm so broke #backtoschool2017
anger	Quite possibly the worst anthems I've ever heard in pro sports by both singers. I wish I was deaf. #ASG2017 #mlb #MLBAllStarGame 
anger	Definitely something happening today #SolarEclipse2017 #weird #annoyed
anger	I haven't lost weight but I appear smaller and I'm pissed 🙄
anger	@PayPalUK have well &amp; truly done me over the day before I go on holiday! #fuming
anger	#revenge marathon has begun ⚡
anger	@0510Keisuke devour the unborn\\nhuman rejection\\nfrom wrath to ruins
anger	@ehtesham_toi @RaviShastriOfc unfortunate decision, our players are more of superstars than cricketers. BCCI scared of their tantrums.
anger	@byunsolo I DIDN'T ASK FOR THIS EITHER IT JUST HAPPENED 😤
anger	Blah blah blah Kyrie, IT, etc. @CJC9BOSS leaving Boston is the real news and I am #devastated! #celtics #fave  #someonegetmeajerseyteeasap
anger	Nah but as a governor how do you call someone a bum &amp; that you love calls from 'communist in Montclair' ? 😂 #crying
anger	Can't Talk To An Incompetent Person. Goes In One Ear and Out The Other. #irritated #NoPoint #MassiveEyeRoll
anger	was one moron  driving his oversize tonka truck with the big flag in the bed back and forth blaring country music. 😐 #disappointment
anger	@1720maryknoll I was #fuming Kenny.
anger	@SRuhle @MSNBC Sebestian Gorka, what a arrogant A~hole! Has no business speaking! 
anger	@skh4808 @theveteran425FA @TomiLahren Then why'd they wait until now to start getting pissy? 
anger	@freemanstanzan2 you're a cowan... that means you're a slimebag. I wouldn't trust you as far as I could throw you. #arsehole @StuartHarker1
anger	Oh @BentleySystems what hast thou done to thy configurations? #despair
anger	And I will eat the end of term chocolates we bought as well! #fuming #doesntdeservethem #mightbedead
anger	I click on download on my PC. Message says 'Thank you for downloading #iTunes \\nSo, where's the download?! #frustrated 
anger	@mickyrivera29 interesting but a transfer too costly. You can only irritate others when you get a top talent for a low/ avg fee
anger	@IainDale @LBC The only word worse than 'moist' in my opinion is 'scrape'. #ugh #shudder
anger	Won't be watching ESPN anymore, they took Robert Lee off because of HIS name, PC Police, what insanity! more #hatred #bigots #LeftwingNutJob
anger	@Jack_Septic_Eye Grass growing simulator is offended
anger	That was absolutely the two worst National Anthem singers I've ever heard, both of them screwed up the words #awful
anger	@JohnMayer No DSM shows. #sadness
anger	Seriously about to smack someone in the face 😵 #arsehole
anger	@UNESCO Remember not to spread #hatred and #fakenews on the internet. Do not abuse #Hashtag10 for spreading #ArabNationalism!
anger	#LoiuseLinton has become the female #MartinShkreli. Most hated woman in America. That takes some skill. #entitlement  #notcute
anger	@junkersquawker Oh lords. That would have had my blood boiling
anger	@Activehours I need someone to reply back to me immediately. I am not happy and not getting timely responses through the app! #help 
anger	@SteveBakerHW When it comes to CREDIBLE scare stories George Osbourne is crap, still at it I see.
anger	@1ncamera @Weehugs @DavidYoungPA @PA Stupidity is part of their proud cultural identity. 😠
anger	#Rage and #disappointment man.... Is that life or what? Lol
anger	Why are girls so bad at letting shit go? That's prolly why they're moody. They're all built up with grudges and anger and regret. 😂
anger	today i feel like an exposed wire dangerously close to another exposed wire and any provocation will fry me
anger	@rosieblossoms_ What a miserable piece of shit 😡
anger	Got woken up by a road sweeper I was trying to sleep 
anger	maybe me and joey should have ignored each other on tinder and posted it on social media for a trip to Hawaii ☹️ #bitter
anger	@NRO @Acosta @CNN @realDonaldTrump remember when NRO gave CNN grief about their relentless HC email crusade? me either.
anger	﻿2|206|When it is said to him, 'Fear Allah', He is led by arrogance to (more) crime. Enough for him is Hell;-
anger	WAIT...Lawrence's friend dragged the fuck outta him!! 
anger	I have actually watch drugs destroy an entire family 😢Mother's on skid row. Oldest daughter lost her child. Father is estranged. #horrific
anger	#Twitter these days is just a massive critical debate on those that people don't like #annoying #depressing and #dull 😑
anger	Why does @DANCEonFOX get rudely interrupted by the worst thing ever imaginable?!? Ugggg #irritated
anger	if you wake up somewhere else...you will know some #arsehole has pressed a button ;)
anger	James Clapper 'scary and disturbing'.  #25thAmendmentNow #ImpeachTrump  #terrified #nuclearcodes  #Godhelpus
anger	Everything I order online just comes looking like a piece of shit 😤
anger	I live 30 miles away from work, &amp; arrived to realise laptop is still on the bed. 
anger	And I'm really pissed the fuck off because I do a good job of keeping my kid well because I don't like to see her sick and sad.
anger	re: thread of that brit freaking out over minor cultural differences - your indignation would be cuter without the imperialist undertones
anger	why don't the kids on my street have msn or something to play on instead of enjoying themselves outside #bitter #shush
anger	@andyfleming83 Bastard squirrels. 😡
anger	Literally hanging on by a thread need some taylor ray tonight loving a bad dog sucks #taylorrayholbrook #hurting @TaylorRaysTweet
anger	@nextofficial placed order for nearly a grand SIX weeks ago, called yesterday, order 'missing' and no call back today! #shocking
anger	@UKSportsZone In other words, I don't like the result of the poll so I'm packing up my polls &amp; taking them home while I pout. 😂😂😻 #bbn
anger	UP students really out there raging against tuition collection #freeeducationnow
anger	Sarah is a complete lunatic. How Chad is still giving her his time is beyond me. #cbb #mad #crazy
anger	@AliceT120 @shaney_waney1 @shaney_waney1 u horrible non gender binary boy go fangirl over some mediocre singers who CANT EVEN SUPPORT
anger	@ParkerMolloy @KFILE Very misleading heading. Not to mention an agenda driven article. 
anger	This is because of people like Saleem Sheikh humanity wins over terrorism n hatred #AmarnathYatraAttacked
anger	God this match is dull #Wimbledon
anger	Why the FUCK have i just saw a Game of Thrones spoiler on snapchat? SOME OF US HAVENT SAW IT YET 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻 #arsehole
anger	At this point I can't tell if I just follow more people in politics on twitter now or if I need new friends. #wheresthefunny #depressing
anger	If I have to hear one more time how I am intimidate men... I'm going to explode! Why are guys these days so pussified?
anger	get the fuck over yourselves. we are the most capable and you wanna sit and sulk in your bullshit and fear of failure honestly fuck yourself
anger	What is this miserable ass weather all about 😭 dark and gloomy #depressing #weekoff #wheresthesun
anger	It's such a strange juxtaposition of emotions. A sense of euphoria but a sense of out most despair.
anger	Afridi !!! 100 off 42 !! #mad
anger	@virtualalien there are more #frightening things in life\\n\\n#BeyondTheSphereOfReasonableDoubt
anger	@WDA_Punisher @SgtDangerCow @Battlefield I think so too. \\nCasual audience was particularly unhappy with server admins and server rules.
anger	So @Ryanair site crashes everytime I try to book - how do they help? Tell me there's nothing wrong &amp; hang up #furious #helpless @SimonCalder
anger	Beware the wrath of an angry, frustrated, #agile grandma with a network. 👵🏼😡 I'm just sayin'. #objectlesson
anger	#anxious don't know why ................. #worry 😶 slowly going #mad hahahahahahahahaha
anger	work is going to kill me and 5 o'clock is nowhere near 😟
anger	Migraine hangover has to be the worst thing ever 😣 #burst
anger	Each and every time I log on to that website to view the Lindsey Vonn pics I am #saddened by the courseness of our culture.
anger	@Chawndi @YouTube can i ask im trying to pout a code on csgo roll i cant when i pout the code its red color.. help pls
anger	@theAliceRoberts @FryRsquared @AdamRutherford They've obviously never tried 'repressing' a red head #fiery
anger	I'm sorry but also...fuck you #currentfeels #anger #bpd #eupd #borderliner #mentalhealth #anxiety #depression #confused
anger	Went to bed a 1:30, fell asleep after, my niece started crying at 4. I'm dying... 😧
anger	@washingtonpost @silvajanes How awful!!!!!!
